FID,OBJECTID_1,OBJECTID_2,OBJECTID_3,OBJECTID_4,OBJECTID,LINE_ID,TYPE,CALC_LENGT,DIAMETER,DRAINAGE_A,FLOW_RATE,LENGTH,WIDTH,HEIGHT,SLOPE,ROUGHNESS,VELOCITY,UPSTREAMNO,DOWNSTREAM,UPSTREAM_1,DOWNSTRE_1,FILENUM,INSTALL_DA,LIFE_CYCLE,OWNER,DATA_SOURC,CREATED_BY,LAST_EDITE,LAST_EDI_1,TYPE_USE,SHAPESTLen,Shape_Leng,Permanent_,FDate,Resolution,GNIS_ID,GNIS_Name,LengthKM,ReachCode,FlowDir,WBArea_Per,FTYPE,FCode,ComID,WbAreaComi,HUC8,DIVERGENCE,STREAMORDE,TOCOMID,CUMDRAINAG,MAFLOWU,MAVELU,TONODE,FROMNODE,OBJECTID_5,MainPath,InNetwork,Visibility,Shape_Le_1,Shape_Le_2,Shape_Le_3,Shape_Le_4,Enabled,Shape_Le_5,ORIG_FID,POINT_X,POINT_Y,POINT_Z,POINT_M,Elevation,subcatch_r
189,178,2800,2800,2941,27081,16163,Reinforced Concrete Pipe,16.638845669999998, , , ,16.639000, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,originally 99 inch, ,16.638845666700000,0.000047075439888, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000047075439888,0.000047075791194,1,0.000047075791194,94,-157.753015534000014,21.289683344000000,0.000000000000000,nan,226.7949982,89
190,179,3364,3364,3521,31353,25047,Reinforced Concrete Pipe,172.480271579999993,36, , ,180, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by FILENUM 15481, ,172.480271576999996,0.000504329695595, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000504329695595,0.000504330025370,1,0.000623768782444,95,-157.756535614000001,21.298033233000002,0.000000000000000,nan,299.4580078,16
191,179,3364,3364,3521,31353,25047,Reinforced Concrete Pipe,172.480271579999993,36, , ,180, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by FILENUM 15481, ,172.480271576999996,0.000504329695595, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000504329695595,0.000504330025370,1,0.000623768782444,95,-157.755932816000012,21.298193613999999,0.000000000000000,nan,299.4580078,16
192,181,170,170,171,3207,18958,Reinforced Concrete Pipe,230.025380240000004,18, , ,230.027000, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,230.025380237999997,0.000673395131015, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000673395131015,0.000673394935886,1,0.000673394935886,96,-157.756757335999993,21.282074712000000,0.000000000000000,nan,49.2882004,23
193,181,170,170,171,3207,18958,Reinforced Concrete Pipe,230.025380240000004,18, , ,230.027000, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,230.025380237999997,0.000673395131015, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000673395131015,0.000673394935886,1,0.000673394935886,96,-157.756100269999990,21.282221978999999,0.000000000000000,nan,49.2882004,23
194,186,3088,3088,3236,29279,13156,Reinforced Concrete Pipe,101.167296429999993,24, , ,100.004000, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,101.167296425999993,0.000279139554468, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000279139554468,0.000279139041179,1,0.000279139041179,97,-157.749331662999992,21.284351654000002,0.000000000000000,nan,256.7550049,91
195,186,3088,3088,3236,29279,13156,Reinforced Concrete Pipe,101.167296429999993,24, , ,100.004000, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,101.167296425999993,0.000279139554468, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000279139554468,0.000279139041179,1,0.000279139041179,97,-157.749385729000011,21.284077800999999,0.000000000000000,nan,256.7550049,91
196,188,2867,2867,3008,27485,17378,Reinforced Concrete Pipe,41.656979939999999,30, , ,41.658000, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,41.656979940399999,0.000121998773522, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000121998773522,0.000121998655310,1,0.000121998655310,98,-157.755660903999996,21.288595226000002,0.000000000000000,nan,105.5469971,13
197,188,2867,2867,3008,27485,17378,Reinforced Concrete Pipe,41.656979939999999,30, , ,41.658000, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,41.656979940399999,0.000121998773522, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000121998773522,0.000121998655310,1,0.000121998655310,98,-157.755541536999999,21.288620429000002,0.000000000000000,nan,105.5469971,13
198,189,2903,2903,3044,27591,24142,Reinforced Concrete Pipe,83.599925249999998,24, , ,65, , , , , , , , , ,Pre-SWQDC, , ,Private,Pre-SWQDC,Pre-SWQDC,jnolan, , ,83.599925247300007,0.000234932992000, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000234932992000,0.000234932501857,1,0.000234932501857,99,-157.747371286000003,21.287075339000001,0.000000000000000,nan,507.1589966,63
199,189,2903,2903,3044,27591,24142,Reinforced Concrete Pipe,83.599925249999998,24, , ,65, , , , , , , , , ,Pre-SWQDC, , ,Private,Pre-SWQDC,Pre-SWQDC,jnolan, , ,83.599925247300007,0.000234932992000, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000234932992000,0.000234932501857,1,0.000234932501857,99,-157.747506665999992,21.286883334999999,0.000000000000000,nan,507.1589966,63
200,191,5573,5573,5831,52497,15604,Reinforced Concrete Pipe,309.684880179999993,36, , ,309.686000, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,309.684880175999979,0.000853305371857, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000853305371857,0.000853304993058,1,0.000853304993058,100,-157.757225476000002,21.288979619999999,0.000000000000000,nan,105.5469971,17
201,191,5573,5573,5831,52497,15604,Reinforced Concrete Pipe,309.684880179999993,36, , ,309.686000, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,309.684880175999979,0.000853305371857, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000853305371857,0.000853304993058,1,0.000853304993058,100,-157.757330040999989,21.288132745999999,0.000000000000000,nan,280.4500122,56
202,192,928,928,931,6459,22149,Reinforced Concrete Pipe,163.862715350000002,24, , ,170, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,163.862715349000013,0.000452516944225, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000452516944225,0.000452517262156,1,0.000452517262156,101,-157.748624234000005,21.278915668000000,0.000000000000000,nan,2.6807799,77
203,192,928,928,931,6459,22149,Reinforced Concrete Pipe,163.862715350000002,24, , ,170, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,163.862715349000013,0.000452516944225, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000452516944225,0.000452517262156,1,0.000452517262156,101,-157.748521396000001,21.278474991000000,0.000000000000000,nan,-0.0693658,77
204,196,363,363,364,3824,16415,Reinforced Concrete Pipe,69.139726850000002,24, , ,69.140000, , , , , , , , , ,Pre-SWQDC, , ,Private,Pre-SWQDC,Pre-SWQDC,jnolan,OWNERSHIP taken from Parcels & Easements;, ,69.139726847500000,0.000202066571429, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000202066571429,0.000202066812534,1,0.000202066812534,102,-157.756882423000008,21.293738528999999,0.000000000000000,nan,231.1410065,10
205,196,363,363,364,3824,16415,Reinforced Concrete Pipe,69.139726850000002,24, , ,69.140000, , , , , , , , , ,Pre-SWQDC, , ,Private,Pre-SWQDC,Pre-SWQDC,jnolan,OWNERSHIP taken from Parcels & Easements;, ,69.139726847500000,0.000202066571429, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000202066571429,0.000202066812534,1,0.000202066812534,102,-157.756687911999990,21.293683788999999,0.000000000000000,nan,231.1410065,10
206,197,1445,1445,1448,8294,23744,Reinforced Concrete Pipe,62.268600270000000,18, , ,70, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by FILENUM 18151 and Easements, ,62.268600265499998,0.000182694342820, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000182694342820,0.000182693744313,1,0.000182693744313,103,-157.754528373999989,21.299546155000002,0.000000000000000,nan,374.6669922,20
207,197,1445,1445,1448,8294,23744,Reinforced Concrete Pipe,62.268600270000000,18, , ,70, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by FILENUM 18151 and Easements, ,62.268600265499998,0.000182694342820, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000182694342820,0.000182693744313,1,0.000182693744313,103,-157.754709467999987,21.299570279000001,0.000000000000000,nan,374.6669922,20
208,198,5358,5358,5602,50699,17328,Reinforced Concrete Pipe,19.807956659999999, , , ,19.808000, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,originally 99 inch, ,19.807956655400002,0.000054530862008, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000054530862008,0.000054531073357,1,0.000054531073357,104,-157.754085530999987,21.289190523999999,0.000000000000000,nan,78.2424011,89
209,198,5358,5358,5602,50699,17328,Reinforced Concrete Pipe,19.807956659999999, , , ,19.808000, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,originally 99 inch, ,19.807956655400002,0.000054530862008, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000054530862008,0.000054531073357,1,0.000054531073357,104,-157.754086725000008,21.289136006000000,0.000000000000000,nan,78.2424011,89
210,201,1659,1659,1666,13545,42374,Ditch,329.918907960000013, ,1.350000,4.870000, , , , , , , , , , ,2620, , ,Private,SWQDC As-built,SWQDC,jnolan,TYPE=Interceptor Ditch, ,329.918907960000013,0.000959364481379, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000959364481379,0.000959364614677,1,0.000959364614677,105,-157.746249403999997,21.292284624000001,0.000000000000000,nan,836.4689941,52
211,201,1659,1659,1666,13545,42374,Ditch,329.918907960000013, ,1.350000,4.870000, , , , , , , , , , ,2620, , ,Private,SWQDC As-built,SWQDC,jnolan,TYPE=Interceptor Ditch, ,329.918907960000013,0.000959364481379, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000959364481379,0.000959364614677,1,0.000959364614677,105,-157.745364488999996,21.292132159000001,0.000000000000000,nan,836.4689941,52
212,203,1574,1574,1577,11114,37334,Reinforced Concrete Pipe,202.799302630000000,18,0.800000,2.900000, , , ,0.050000,0.800000,1.800000, , , , ,2626,1990-09-26T00:00:00.000Z, ,Private,SWQDC As-built,SWQDC,jnolan, , ,202.799302627000003,0.000595167852585, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000595167852585,0.000595168010903,1,0.000595168010903,106,-157.748384931999993,21.291914610999999,0.000000000000000,nan,724.7059937,42
213,203,1574,1574,1577,11114,37334,Reinforced Concrete Pipe,202.799302630000000,18,0.800000,2.900000, , , ,0.050000,0.800000,1.800000, , , , ,2626,1990-09-26T00:00:00.000Z, ,Private,SWQDC As-built,SWQDC,jnolan, , ,202.799302627000003,0.000595167852585, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000595167852585,0.000595168010903,1,0.000595168010903,106,-157.747793588000008,21.291981969999998,0.000000000000000,nan,859.6030273,42
214,206,3759,3759,3933,35013,23758,Reinforced Concrete Pipe,202.041399479999995,18, , ,210, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,202.041399476999999,0.000591510802878, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000591510802878,0.000591510986958,1,0.000591510986958,107,-157.754706121999988,21.298079694999998,0.000000000000000,nan,316.0440063,12
215,206,3759,3759,3933,35013,23758,Reinforced Concrete Pipe,202.041399479999995,18, , ,210, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,202.041399476999999,0.000591510802878, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000591510802878,0.000591510986958,1,0.000591510986958,107,-157.755283127000013,21.297949501000002,0.000000000000000,nan,316.0440063,12
216,211,4489,4489,4695,42141,37339,Reinforced Concrete Pipe,129.790582889999996,36,4.500000,62, , , , ,1.020000,8.800000, , , , ,2626,1990-09-26T00:00:00.000Z, ,Private,SWQDC As-built,SWQDC,jnolan,A50=8.5; Aover=4.8, ,129.790582894000011,0.000366825324567, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000366825324567,0.000366825160638,1,0.000366825160638,108,-157.747499073000000,21.292625161000000,0.000000000000000,nan,859.6030273,42
217,211,4489,4489,4695,42141,37339,Reinforced Concrete Pipe,129.790582889999996,36,4.500000,62, , , , ,1.020000,8.800000, , , , ,2626,1990-09-26T00:00:00.000Z, ,Private,SWQDC As-built,SWQDC,jnolan,A50=8.5; Aover=4.8, ,129.790582894000011,0.000366825324567, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000366825324567,0.000366825160638,1,0.000366825160638,108,-157.747737198000010,21.292346131999999,0.000000000000000,nan,859.6030273,42
218,212,6519,6519,24,1783,0, ,0.000000000000000, , , , , , ,0, , , , , , , , , , , , , , , ,0.000000000000000,0.011033043579200,32649807,3/10/2012 0:00:00,2, , ,1.209000000000000,20060000001064,1, ,460,46003,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,28,0,1,0,0.011033043189800,1216.408081289999927,0.011033042938000,0.011033043324000,1,0.011033043324000,109,-157.755861398000008,21.303591767000000,0.000000000000000,99.999905999999996,419.3399963,1
219,212,6519,6519,24,1783,0, ,0.000000000000000, , , , , , ,0, , , , , , , , , , , , , , , ,0.000000000000000,0.011033043579200,32649807,3/10/2012 0:00:00,2, , ,1.209000000000000,20060000001064,1, ,460,46003,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,28,0,1,0,0.011033043189800,1216.408081289999927,0.011033042938000,0.011033043324000,1,0.011033043324000,109,-157.755400132000005,21.292941700000000,0.000000000000000,-0.000093999999876,148.1750031,7
220,214,829,829,832,5873,24117,Reinforced Concrete Pipe,149.073111079999990,24, , ,150, , , , , , , , , ,Pre-SWQDC, , ,Private,Pre-SWQDC,Pre-SWQDC,jnolan, , ,149.073111076000004,0.000422256092446, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000422256092446,0.000422256979523,1,0.000422256979523,110,-157.745910876000011,21.289677375000000,0.000000000000000,nan,754.7379761,54
221,214,829,829,832,5873,24117,Reinforced Concrete Pipe,149.073111079999990,24, , ,150, , , , , , , , , ,Pre-SWQDC, , ,Private,Pre-SWQDC,Pre-SWQDC,jnolan, , ,149.073111076000004,0.000422256092446, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000422256092446,0.000422256979523,1,0.000422256979523,110,-157.745625759999996,21.289365911000001,0.000000000000000,nan,643.4370117,54
222,216,4426,4426,4632,41809,23386,Reinforced Concrete Pipe,95.194198749999998,12, , ,105, , , , , , , , , ,Pre-SWQDC, , ,Private,Pre-SWQDC,Pre-SWQDC,jnolan, , ,95.194198752700004,0.000262179920187, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000262179920187,0.000262180030890,1,0.000262180030890,111,-157.746125930000005,21.294394343000000,0.000000000000000,nan,884.5490112,45
223,216,4426,4426,4632,41809,23386,Reinforced Concrete Pipe,95.194198749999998,12, , ,105, , , , , , , , , ,Pre-SWQDC, , ,Private,Pre-SWQDC,Pre-SWQDC,jnolan, , ,95.194198752700004,0.000262179920187, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000262179920187,0.000262180030890,1,0.000262180030890,111,-157.746141333999987,21.294133226000000,0.000000000000000,nan,884.5490112,45
224,217,502,502,503,4526,17000,Reinforced Concrete Pipe,140.560805390000013,24, , ,140.562000, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,140.560805393000010,0.000395942682605, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000395942682605,0.000395942648960,1,0.000395942648960,112,-157.753928814000005,21.287170109000002,0.000000000000000,nan,45.7737999,34
225,217,502,502,503,4526,17000,Reinforced Concrete Pipe,140.560805390000013,24, , ,140.562000, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,140.560805393000010,0.000395942682605, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000395942682605,0.000395942648960,1,0.000395942648960,112,-157.753688168999986,21.287484530000000,0.000000000000000,nan,45.7737999,34
226,218,3769,3769,3943,35252,39018,Reinforced Concrete Pipe,100.943669279999995,18, , , , , , , , , , , , ,9847,1992-05-29T00:00:00.000Z, ,Private,SWQDC As-built,SWQDC,jnolan, , ,100.943669282000002,0.000295755817097, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000295755817097,0.000295756393176,1,0.000295756393176,113,-157.747558838000003,21.290368011999998,0.000000000000000,nan,763.1849976,42
227,218,3769,3769,3943,35252,39018,Reinforced Concrete Pipe,100.943669279999995,18, , , , , , , , , , , , ,9847,1992-05-29T00:00:00.000Z, ,Private,SWQDC As-built,SWQDC,jnolan, , ,100.943669282000002,0.000295755817097, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000295755817097,0.000295756393176,1,0.000295756393176,113,-157.747849128000013,21.290311412000001,0.000000000000000,nan,763.1849976,42
228,219,982,982,985,6596,23211,Reinforced Concrete Pipe,221.744990989999991,30, , ,220, , , , , , , , , ,Pre-SWQDC, , ,Private,Pre-SWQDC,Pre-SWQDC,jnolan, , ,221.744990994000005,0.000633318244864, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000633318244864,0.000633318185375,1,0.000633318185375,114,-157.745404554000004,21.286089914000001,0.000000000000000,nan,515.8129883,63
229,219,982,982,985,6596,23211,Reinforced Concrete Pipe,221.744990989999991,30, , ,220, , , , , , , , , ,Pre-SWQDC, , ,Private,Pre-SWQDC,Pre-SWQDC,jnolan, , ,221.744990994000005,0.000633318244864, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000633318244864,0.000633318185375,1,0.000633318185375,114,-157.745888328999996,21.285681191999998,0.000000000000000,nan,386.3580017,63
230,221,4309,4309,4506,40572,39142,Reinforced Concrete Pipe,46.848940239999997,48,5.800000,125.260000, , , ,0.010000,2.920000,10, , , , ,9847,1992-05-29T00:00:00.000Z, ,Private,SWQDC As-built,SWQDC,jnolan,"A50=19.12, Aover=10.56", ,46.848940237100003,0.000132886170972, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000132886170972,0.000132885547888,1,0.000132885547888,115,-157.748173908000012,21.289662286999999,0.000000000000000,nan,652.4310303,42
231,221,4309,4309,4506,40572,39142,Reinforced Concrete Pipe,46.848940239999997,48,5.800000,125.260000, , , ,0.010000,2.920000,10, , , , ,9847,1992-05-29T00:00:00.000Z, ,Private,SWQDC As-built,SWQDC,jnolan,"A50=19.12, Aover=10.56", ,46.848940237100003,0.000132886170972, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000132886170972,0.000132885547888,1,0.000132885547888,115,-157.748265734999990,21.289566232999999,0.000000000000000,nan,652.4310303,42
232,222,2317,2317,2433,22243,18031,Reinforced Concrete Pipe,330.511939050000024,18, , ,298.244, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by State DOT, ,330.511939053999981,0.000914515548358, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000914515548358,0.000914515819074,1,0.002802598989280,116,-157.754549932999993,21.275864618000000,0.000000000000000,nan,0.0391334,80
233,222,2317,2317,2433,22243,18031,Reinforced Concrete Pipe,330.511939050000024,18, , ,298.244, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by State DOT, ,330.511939053999981,0.000914515548358, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000914515548358,0.000914515819074,1,0.002802598989280,116,-157.755407697999999,21.278532726000002,0.000000000000000,nan,7.4626098,79
234,226,4249,4249,4446,40139,21997,Reinforced Concrete Pipe,52.760891559999997,18, , ,40, , , , , , , , , ,Pre-SWQDC, , ,Private,Pre-SWQDC,Pre-SWQDC,jnolan, , ,52.760891564500000,0.000152165485624, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000152165485624,0.000152165736415,1,0.000152165736415,117,-157.746299596999989,21.288362975999998,0.000000000000000,nan,641.2100220,63
235,226,4249,4249,4446,40139,21997,Reinforced Concrete Pipe,52.760891559999997,18, , ,40, , , , , , , , , ,Pre-SWQDC, , ,Private,Pre-SWQDC,Pre-SWQDC,jnolan, , ,52.760891564500000,0.000152165485624, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000152165485624,0.000152165736415,1,0.000152165736415,117,-157.746169508999998,21.288284036000000,0.000000000000000,nan,643.4370117,63
